"rules","support","confidence","lift"
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {将心比心}",0.015,1,13.161
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {自然之道}",0.015,1,14.069
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,万年牢,尊严,自然之道} => {将心比心}",0.015,1,13.161
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,将心比心,万年牢,尊严} => {自然之道}",0.015,1,14.069
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,将心比心,万年牢,尊严,自然之道} => {独坐敬亭山,桂林山水}",0.015,1,12.75
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {将心比心}",0.015,1,13.161
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,将心比心,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {自然之道}",0.015,1,14.069
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,将心比心,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {独坐敬亭山,桂林山水}",0.015,1,12.75
"{独坐敬亭山,桂林山水,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {将心比心}",0.015,1,13.161
"{独坐敬亭山,桂林山水,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {自然之道}",0.015,1,14.069
"{将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {独坐敬亭山,桂林山水}",0.015,1,12.75
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {自然之道}",0.015,1,14.069
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {独坐敬亭山,桂林山水}",0.015,1,12.75
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {将心比心}",0.015,1,13.161
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {独坐敬亭山,桂林山水}",0.015,1,12.75
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {将心比心}",0.015,1,13.161
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {自然之道}",0.015,1,14.069
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,万年牢,尊严,自然之道} => {将心比心}",0.015,1,13.161
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,将心比心,万年牢,尊严} => {自然之道}",0.015,1,14.069
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,将心比心,万年牢,尊严,自然之道} => {独坐敬亭山,桂林山水}",0.015,1,12.75
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {将心比心}",0.015,1,13.161
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,将心比心,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {自然之道}",0.015,1,14.069
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,将心比心,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {独坐敬亭山,桂林山水}",0.015,1,12.75
"{独坐敬亭山,桂林山水,记金华的双龙洞,七月的天山,中彩那天,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {将心比心}",0.015,1,13.161
"{独坐敬亭山,桂林山水,记金华的双龙洞,七月的天山,中彩那天,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {自然之道}",0.015,1,14.069
"{记金华的双龙洞,七月的天山,中彩那天,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {独坐敬亭山,桂林山水}",0.015,1,12.75
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {将心比心}",0.015,1,13.161
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {自然之道}",0.015,1,14.069
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {独坐敬亭山,桂林山水}",0.015,1,12.75
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {将心比心}",0.015,1,13.161
"{独坐敬亭山,桂林山水,黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声} => {自然之道}",0.015,1,14.069
"{黄河是怎样变化的,蝙蝠和雷达,大自然的启示,记金华的双龙洞,七月的天山,中彩那天,将心比心,万年牢,尊严,夜莺的歌声,小英雄雨来,一个中国孩子的呼声,自然之道} => {独坐敬亭山,桂林山水}",0.015,1,12.75
