"rules","support","confidence","lift"
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {白杨}",0.019,1,12
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {草原}",0.019,1,12
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {草原}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {草原}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {草原}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {古诗三首}",0.019,1,12
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {草原}",0.019,1,12
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {晏子使楚}",0.019,1,13
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {古诗三首}",0.019,1,12
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {草原}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {晏子使楚}",0.019,1,13
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {草原}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {晏子使楚}",0.019,1,13
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {草原}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {古诗三首}",0.019,1,12
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {晏子使楚}",0.019,1,13
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {晏子使楚}",0.019,1,13
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {晏子使楚}",0.019,1,13
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {古诗三首}",0.019,1,12
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {晏子使楚}",0.019,1,13
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {草原}",0.019,1,12
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {草原}",0.019,1,12
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {草原}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {草原}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {丝绸之路}",0.019,1,11.143
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {古诗三首}",0.019,1,12
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {草原}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {草原}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {丝绸之路}",0.019,1,11.143
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {古诗三首}",0.019,1,12
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {丝绸之路}",0.019,1,11.143
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {古诗三首}",0.019,1,12
"{狼牙山五壮士,难忘的一课,学会看病} => {圆明园的毁灭}",0.045,1,6.5
"{难忘的一课,学会看病,圆明园的毁灭} => {狼牙山五壮士}",0.045,1,7.429
"{钓鱼的启示,通往广场的路不止一条,鲸,松鼠,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{钓鱼的启示,通往广场的路不止一条,窃读记,小苗与大树的对话,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {鲸,松鼠}",0.038,1,8.667
"{鲸,松鼠,窃读记,小苗与大树的对话,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{钓鱼的启示,通往广场的路不止一条,鲸,松鼠,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {假如没有尘埃}",0.038,1,6.783
"{钓鱼的启示,通往广场的路不止一条,假如没有尘埃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {鲸,松鼠}",0.038,1,8.667
"{假如没有尘埃,鲸,松鼠,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{钓鱼的启示,通往广场的路不止一条,鲸,松鼠,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {新型玻璃}",0.038,1,7.091
"{钓鱼的启示,通往广场的路不止一条,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {鲸,松鼠}",0.038,1,8.667
"{鲸,松鼠,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{钓鱼的启示,通往广场的路不止一条,窃读记,小苗与大树的对话,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {假如没有尘埃}",0.038,1,6.783
"{钓鱼的启示,通往广场的路不止一条,假如没有尘埃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{假如没有尘埃,窃读记,小苗与大树的对话,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{钓鱼的启示,通往广场的路不止一条,窃读记,小苗与大树的对话,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {新型玻璃}",0.038,1,7.091
"{钓鱼的启示,通往广场的路不止一条,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{窃读记,小苗与大树的对话,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{钓鱼的启示,通往广场的路不止一条,假如没有尘埃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {新型玻璃}",0.038,1,7.091
"{钓鱼的启示,通往广场的路不止一条,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {假如没有尘埃}",0.038,1,6.783
"{假如没有尘埃,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{鲸,松鼠,窃读记,小苗与大树的对话,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {假如没有尘埃}",0.038,1,6.783
"{假如没有尘埃,鲸,松鼠,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{假如没有尘埃,窃读记,小苗与大树的对话,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {鲸,松鼠}",0.038,1,8.667
"{鲸,松鼠,窃读记,小苗与大树的对话,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {新型玻璃}",0.038,1,7.091
"{鲸,松鼠,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{窃读记,小苗与大树的对话,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {鲸,松鼠}",0.038,1,8.667
"{假如没有尘埃,鲸,松鼠,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {新型玻璃}",0.038,1,7.091
"{鲸,松鼠,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {假如没有尘埃}",0.038,1,6.783
"{假如没有尘埃,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {鲸,松鼠}",0.038,1,8.667
"{假如没有尘埃,窃读记,小苗与大树的对话,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {新型玻璃}",0.038,1,7.091
"{窃读记,小苗与大树的对话,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {假如没有尘埃}",0.038,1,6.783
"{假如没有尘埃,新型玻璃,走遍天下书为侣,我的“长生果”,古诗词三首,梅花魂,桂花雨,小桥流水人家} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{钓鱼的启示,通往广场的路不止一条,鲸,松鼠,窃读记,小苗与大树的对话} => {假如没有尘埃}",0.038,1,6.783
"{钓鱼的启示,通往广场的路不止一条,假如没有尘埃,鲸,松鼠} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{钓鱼的启示,通往广场的路不止一条,假如没有尘埃,窃读记,小苗与大树的对话} => {鲸,松鼠}",0.038,1,8.667
"{假如没有尘埃,鲸,松鼠,窃读记,小苗与大树的对话} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{钓鱼的启示,通往广场的路不止一条,鲸,松鼠,窃读记,小苗与大树的对话} => {新型玻璃}",0.038,1,7.091
"{钓鱼的启示,通往广场的路不止一条,鲸,松鼠,新型玻璃} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{钓鱼的启示,通往广场的路不止一条,窃读记,小苗与大树的对话,新型玻璃} => {鲸,松鼠}",0.038,1,8.667
"{鲸,松鼠,窃读记,小苗与大树的对话,新型玻璃} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{钓鱼的启示,通往广场的路不止一条,假如没有尘埃,鲸,松鼠} => {新型玻璃}",0.038,1,7.091
"{钓鱼的启示,通往广场的路不止一条,鲸,松鼠,新型玻璃} => {假如没有尘埃}",0.038,1,6.783
"{钓鱼的启示,通往广场的路不止一条,假如没有尘埃,新型玻璃} => {鲸,松鼠}",0.038,1,8.667
"{假如没有尘埃,鲸,松鼠,新型玻璃} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{钓鱼的启示,通往广场的路不止一条,假如没有尘埃,窃读记,小苗与大树的对话} => {新型玻璃}",0.038,1,7.091
"{钓鱼的启示,通往广场的路不止一条,窃读记,小苗与大树的对话,新型玻璃} => {假如没有尘埃}",0.038,1,6.783
"{钓鱼的启示,通往广场的路不止一条,假如没有尘埃,新型玻璃} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{假如没有尘埃,窃读记,小苗与大树的对话,新型玻璃} => {钓鱼的启示,通往广场的路不止一条}",0.038,1,9.75
"{半截蜡烛,草原,晏子使楚} => {白杨}",0.019,1,12
"{白杨,半截蜡烛,晏子使楚} => {草原}",0.019,1,12
"{白杨,半截蜡烛,草原} => {晏子使楚}",0.019,0.75,9.75
"{白杨,草原,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,晏子使楚} => {古诗三首}",0.019,1,12
"{半截蜡烛,古诗三首,晏子使楚} => {草原}",0.019,0.75,9
"{半截蜡烛,草原,古诗三首} => {晏子使楚}",0.019,1,13
"{草原,古诗三首,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,晏子使楚} => {草原}",0.019,0.75,9
"{把铁路修到拉萨去,半截蜡烛,草原} => {晏子使楚}",0.019,0.75,9.75
"{把铁路修到拉萨去,草原,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,丝绸之路,晏子使楚} => {草原}",0.019,0.75,9
"{半截蜡烛,草原,丝绸之路} => {晏子使楚}",0.019,1,13
"{草原,丝绸之路,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,晏子使楚} => {古诗三首}",0.019,1,12
"{半截蜡烛,古诗三首,晏子使楚} => {白杨}",0.019,0.75,9
"{白杨,半截蜡烛,古诗三首} => {晏子使楚}",0.019,1,13
"{白杨,古诗三首,晏子使楚} => {半截蜡烛}",0.019,0.75,10.636
"{白杨,半截蜡烛,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,晏子使楚} => {白杨}",0.019,0.75,9
"{把铁路修到拉萨去,白杨,半截蜡烛} => {晏子使楚}",0.019,0.75,9.75
"{把铁路修到拉萨去,白杨,晏子使楚} => {半截蜡烛}",0.019,0.75,10.636
"{白杨,半截蜡烛,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,丝绸之路,晏子使楚} => {白杨}",0.019,0.75,9
"{白杨,半截蜡烛,丝绸之路} => {晏子使楚}",0.019,1,13
"{白杨,丝绸之路,晏子使楚} => {半截蜡烛}",0.019,0.75,10.636
"{半截蜡烛,古诗三首,晏子使楚} => {把铁路修到拉萨去}",0.026,1,12
"{把铁路修到拉萨去,半截蜡烛,晏子使楚} => {古诗三首}",0.026,1,12
"{把铁路修到拉萨去,半截蜡烛,古诗三首} => {晏子使楚}",0.026,1,13
"{把铁路修到拉萨去,古诗三首,晏子使楚} => {半截蜡烛}",0.026,0.8,11.345
"{半截蜡烛,古诗三首,晏子使楚} => {丝绸之路}",0.026,1,11.143
"{半截蜡烛,丝绸之路,晏子使楚} => {古诗三首}",0.026,1,12
"{半截蜡烛,古诗三首,丝绸之路} => {晏子使楚}",0.026,1,13
"{古诗三首,丝绸之路,晏子使楚} => {半截蜡烛}",0.026,0.8,11.345
"{把铁路修到拉萨去,半截蜡烛,晏子使楚} => {丝绸之路}",0.026,1,11.143
"{半截蜡烛,丝绸之路,晏子使楚} => {把铁路修到拉萨去}",0.026,1,12
"{把铁路修到拉萨去,半截蜡烛,丝绸之路} => {晏子使楚}",0.026,1,13
"{把铁路修到拉萨去,丝绸之路,晏子使楚} => {半截蜡烛}",0.026,0.8,11.345
"{白杨,半截蜡烛,草原} => {古诗三首}",0.019,0.75,9
"{半截蜡烛,草原,古诗三首} => {白杨}",0.019,1,12
"{白杨,半截蜡烛,古诗三首} => {草原}",0.019,1,12
"{白杨,草原,古诗三首} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,草原} => {把铁路修到拉萨去}",0.026,1,12
"{把铁路修到拉萨去,半截蜡烛,草原} => {白杨}",0.026,1,12
"{把铁路修到拉萨去,白杨,半截蜡烛} => {草原}",0.026,1,12
"{把铁路修到拉萨去,白杨,草原} => {半截蜡烛}",0.026,1,14.182
"{白杨,半截蜡烛,草原} => {丝绸之路}",0.019,0.75,8.357
"{半截蜡烛,草原,丝绸之路} => {白杨}",0.019,1,12
"{白杨,半截蜡烛,丝绸之路} => {草原}",0.019,1,12
"{半截蜡烛,草原,古诗三首} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,草原} => {古诗三首}",0.019,0.75,9
"{把铁路修到拉萨去,半截蜡烛,古诗三首} => {草原}",0.019,0.75,9
"{把铁路修到拉萨去,草原,古诗三首} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,古诗三首} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,草原,丝绸之路} => {古诗三首}",0.019,1,12
"{半截蜡烛,古诗三首,丝绸之路} => {草原}",0.019,0.75,9
"{草原,古诗三首,丝绸之路} => {半截蜡烛}",0.019,0.75,10.636
"{把铁路修到拉萨去,半截蜡烛,草原} => {丝绸之路}",0.019,0.75,8.357
"{半截蜡烛,草原,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,丝绸之路} => {草原}",0.019,0.75,9
"{把铁路修到拉萨去,草原,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,古诗三首} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,白杨,半截蜡烛} => {古诗三首}",0.019,0.75,9
"{把铁路修到拉萨去,半截蜡烛,古诗三首} => {白杨}",0.019,0.75,9
"{把铁路修到拉萨去,白杨,古诗三首} => {半截蜡烛}",0.019,0.75,10.636
"{白杨,半截蜡烛,古诗三首} => {丝绸之路}",0.019,1,11.143
"{白杨,半截蜡烛,丝绸之路} => {古诗三首}",0.019,1,12
"{半截蜡烛,古诗三首,丝绸之路} => {白杨}",0.019,0.75,9
"{白杨,古诗三首,丝绸之路} => {半截蜡烛}",0.019,0.75,10.636
"{把铁路修到拉萨去,白杨,半截蜡烛} => {丝绸之路}",0.019,0.75,8.357
"{白杨,半截蜡烛,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,丝绸之路} => {白杨}",0.019,0.75,9
